distance,is_ood
1.1918497281973994,False
2.4452846101296117,False
2.8586133797772684,False
1.8949931971254663,False
2.3903647261796643,False
1.6151327022251738,False
2.5957595095311863,False
1.8955625997392571,False
3.631365892341501,False
2.170183967551569,False
2.766975880441642,False
2.1699623859296606,False
2.4236058968885317,False
2.828844377465574,False
2.8853213643431603,False
2.1084016188338985,False
2.4044178234163325,False
0.9719571571485375,False
2.7754680550184223,False
2.2267291520114476,False
3.4844589249942484,False
1.421549984172083,False
2.805181180222941,False
2.494212139198681,False
1.853090925331757,False
1.605345963373322,False
2.080711278675996,False
1.6575204953839795,False
2.094440450988482,False
1.909887496102096,False
3.3166556424794016,False
3.06098890184886,False
2.565487274442033,False
3.3290568806180274,False
2.00581873953904,False
1.1845302019922384,False
2.8785541216796724,False
0.8719544019796058,False
2.3951649597166553,False
3.1802303890280395,False
1.9223583935440285,False
3.3767704377502676,False
1.6809846154292574,False
1.7826687264048937,False
2.1384914969869486,False
2.5126424453084266,False
3.759530175980506,False
2.0630568149535145,False
2.1026884010845164,False
2.9679295725965917,False
2.104810376765542,False
3.6281058692085195,False
3.076704362054509,False
2.7134893173024293,False
0.820300442726116,False
3.089666705761678,False
2.0752406554389076,False
2.6879578715109202,False
1.5104563262478643,False
2.697575763801328,False
1.898073979023485,False
1.678106910567823,False
1.0520968562563748,False
1.2056821191689764,False
2.194404253889657,False
1.145051861312068,False
1.7398416158576646,False
2.7952914639735114,False
1.6049955565959348,False
1.5346484983902806,False
2.4512125435644307,False
2.882065935882111,False
1.640161668817813,False
2.008476276655357,False
1.5999015791747537,False
2.2707501406449944,False
1.5904823709589426,False
1.639706295278303,False
2.1792479526053237,False
2.2948982280741355,False
1.9417086917024802,False
1.0383598164900865,False
2.4842414367819106,False
2.5736798506570624,False
2.1056568345078595,False
0.912971468340796,False
3.2253227909461106,False
2.8416175123193996,False
2.3979720733626584,False
1.1777236773404156,False
3.476641343955674,False
1.8196619829856087,False
1.7544364658953038,False
1.6693462472347609,False
1.4053496154760787,False
4.453954868930404,True
1.1291212688186945,False
2.452597275382838,False
1.1779355523534176,False
2.3331299961958694,False
1.2873963703725024,False
2.2379962573286143,False
1.4218418979985357,False
1.8706231009046637,False
3.2077653056807476,False
1.3893028940916647,False
2.1900128436445665,False
2.125000647920233,False
2.805557338872771,False
1.3537849644347864,False
2.0524946147785297,False
1.3655284043476361,False
2.2213846263504804,False
2.6084807819961835,False
0.8099348065544251,False
3.268006849818589,False
2.525678266514712,False
1.8174367240623348,False
1.8467780559171814,False
1.2427376892386495,False
1.604272606754164,False
1.5146895366863031,False
1.689745151703952,False
2.5496008878835887,False
0.8402797948069743,False
2.419138631312636,False
2.6691581931789723,False
1.8298383667357105,False
2.677830412299228,False
2.2616217390440543,False
2.7289011401500494,False
3.0197217578276843,False
2.396401504683134,False
2.1092139006779,False
1.9056232025522997,False
1.547792095895125,False
1.3032997439416176,False
2.1529134232026896,False
1.1859017474768596,False
2.1131938839396223,False
1.9195447885939252,False
1.5244284095253169,False
2.093297416610493,False
1.9160816518549957,False
1.465564599478476,False
0.9961907866247374,False
2.0357091805835696,False
2.7599587294423076,False
2.4661183554685797,False
1.882673646536026,False
2.195977275413785,False
3.0619608005046786,False
1.9323219641077864,False
1.179848993118898,False
1.8693626149116154,False
1.5829821831533395,False
2.8323155494692287,False
1.9971406776040246,False
1.820012516245828,False
1.7459023060416046,False
1.79802800054291,False
1.3255528554494471,False
1.3635993448638817,False
1.766462452207173,False
2.450025066646301,False
2.6736601516581895,False
1.906058399363673,False
2.343850858438728,False
2.859891800386472,False
2.450078999609539,False
2.4787064088667616,False
1.8345107427820422,False
2.4791255540755257,False
1.4712449040667857,False
2.4175059256018923,False
1.183173408681797,False
2.370711187073485,False
2.4574602254213445,False
1.1659825241070383,False
1.5334847774127285,False
