mean_prob,std,entropy
0.07430360939560923,0.14676699265170015,0.19692395699663712
0.0691719578896235,0.13825525049018325,0.1865250083424537
0.9358040790044975,0.12341210094446635,0.1970260802300441
0.06922169407424236,0.13826966301186486,0.18700376880448372
0.07662268449701287,0.14961017927198805,0.20363783629011656
0.08021318440084038,0.1544045514864308,0.21198899635068194
0.0696577665748058,0.13923268777768735,0.18694536446499446
0.05817662043873358,0.11633899859269561,0.17406359293616544
0.09503325996815816,0.17355447255080134,0.24563864172097669
0.0650231837591635,0.13002876836017502,0.18207874824498993
0.06913820599560391,0.13827210957603547,0.1860621741949655
0.8389242279462163,0.15710832156566637,0.49013540019879037
0.07817591238516355,0.15447846860072192,0.1997756227621084
0.06195317815782366,0.12376989376111187,0.1792825789394107
0.06436608341754593,0.12862087988169943,0.1818309767825527
0.9008458358678506,0.16414332450610988,0.2842104941174268
0.06302060265006806,0.12601246711406744,0.17996919509226586
0.8620684220556883,0.1672054720766642,0.4073937278762222
0.07788684380246869,0.15344944378312295,0.20090792170045954
0.2869552047731218,0.14809003637363702,0.7849558987913999
0.06680986973395435,0.13358497784695858,0.1840012747747332
0.12257792471596902,0.1676546198617785,0.3746024956290817
0.0704821881341788,0.1372192782330137,0.20009355842069892
0.07672007789773162,0.15297662711865934,0.19412457473091954
0.06082532004933979,0.12161518171730858,0.17746848051282238
0.06836828782753034,0.13654083387486837,0.18628816704310286
0.07108027850332502,0.14164178607591246,0.19014503654302994
0.08837167933126656,0.17034462133974795,0.2202653199924649
0.06564718500928823,0.13124077550495966,0.1829204004079616
0.07665943083557986,0.1479472198042122,0.21052252986825243
0.08299138985913347,0.16314453895744438,0.20568468780848592
0.07859218699100037,0.15691944887391654,0.19462382570340012
0.06274916659063176,0.12546460174866506,0.17968691229355344
0.06424328826977674,0.12840423048002486,0.18159766498991997
0.06473079776485734,0.12928721939704974,0.18251168137386659
0.06767099363785822,0.1353257647164984,0.1847531909682702
0.07873213359501124,0.15090613100166936,0.2121912477238613
0.07112970812774289,0.1416530888569852,0.19032929796064463
0.06595522671952933,0.13155955577063258,0.18450784491627054
0.07779530104526075,0.1550133239545434,0.195274670637929
0.0751040989224862,0.1482653143692921,0.19782565288435808
0.07064845849932305,0.14088375176972523,0.18918863224586516
0.07103708660847999,0.14202553529704406,0.1880123649206074
0.069994120961603,0.13998007847584615,0.18686303286039108
0.06143595199837496,0.1228649881715723,0.17802432530221382
0.08068581020286815,0.1551674386151973,0.21263137260083403
0.08190965929942522,0.15154458336954238,0.2306924571915388
0.06228235276213266,0.12452587651321596,0.1791775113383808
0.07076140576715947,0.14122318779645054,0.1888911408780071
0.06920704483088816,0.13833500965406895,0.18652020318759205
0.14031379454576803,0.15768332254840778,0.4383614442896532
0.11351790243370334,0.1614576356366638,0.354480106217827
0.0778918292607921,0.14951617026912584,0.2113905540544312
0.08241551563714705,0.164690210968378,0.19623720658380886
0.1452494927278712,0.15407766687903762,0.4588980871370332
0.060055768814305396,0.12006421967651378,0.1765980749051525
0.06764826648415664,0.1352141814695367,0.1850551221806786
0.06976765162383397,0.13858820587547277,0.19031841595733895
0.07287697923647546,0.14402517933545617,0.19539904104627986
0.064797211941929,0.12956910840975777,0.18188141657590445
0.07394824672677089,0.14757631437849805,0.19154117764435405
0.061777573313939224,0.12351618359789186,0.1786001928541965
0.0823012879302359,0.149955798707909,0.2312080189566812
0.0614791141789439,0.12290649085841004,0.17832525144136266
0.07819790979524756,0.15227108776319526,0.20591529224357052
0.07923070909440838,0.154983222937175,0.20607154140303438
0.07278996444864387,0.14529219979804053,0.19050655345113998
0.07605837261298998,0.15139828444945272,0.19462042232732712
