distance,is_ood
1.5158702594527307,False
1.5242635884890436,False
4.77847918466211,False
4.070978372307098,False
2.401070557725852,False
2.281248354080036,False
1.4591214846016551,False
2.7042691976451603,False
2.2144875668424158,False
2.059963402021801,False
2.13844991082809,False
3.403932708543509,False
2.355883344735868,False
2.439767906312004,False
1.5571907177112991,False
15.963690724844136,True
2.5243235323175117,False
2.0103769915884566,False
1.3294573971887425,False
3.2229059276749497,False
1.0326054925086523,False
1.8615221176684509,False
2.2915762843801217,False
1.0011857959526704,False
3.111160884851221,False
2.6604914757058316,False
2.999898870619382,False
2.384473424875874,False
1.683379624778391,False
3.200223136985445,False
2.1711664951958274,False
2.3596257141413157,False
1.4892634962210614,False
1.7684241677958905,False
2.0779868110919675,False
2.5138358522739055,False
2.6957407749010556,False
2.5155101580930657,False
2.4901354472990764,False
2.6264841991424284,False
2.41689510629161,False
1.762027454080361,False
2.0499756025412035,False
2.0887683698460697,False
1.469216980889557,False
1.6124588115020422,False
1.6355810797603716,False
1.5535034943172732,False
3.093792997219548,False
1.58253581071936,False
1.4841424201147566,False
2.8603374019473113,False
2.3667928128418647,False
3.316207227115381,False
2.526857608637409,False
2.2294217357896287,False
2.203225338164159,False
1.8048638331878786,False
2.562783751043984,False
1.8959213313060221,False
1.6415890793709342,False
2.675302400224342,False
3.6445133465735498,False
1.886983656008334,False
1.08270585687822,False
2.5481689053147436,False
2.5991986765302126,False
2.490128025724912,False
0.6159501191179351,False
2.6561723717741486,False
0.9547312085177497,False
1.4840389786263937,False
1.2013770643875827,False
0.8406387352189711,False
1.4968817337380063,False
2.4242847550946482,False
1.7436868379761132,False
2.991081332099471,False
2.20734571803408,False
1.8399197489961594,False
2.9035924891239286,False
1.3046295610466072,False
2.9602590699931324,False
1.9165279996169828,False
2.6068178306313503,False
1.9148094923204235,False
1.8890869550351004,False
2.3834134210857334,False
1.8562534138440212,False
1.6787534167985974,False
2.210095885095735,False
2.7418350588406097,False
2.3191660943864307,False
2.146801423528777,False
1.965100046609182,False
2.7543574173309695,False
1.4803914393237112,False
2.055654241349297,False
1.831676194553307,False
1.837591553957653,False
1.8759963347942281,False
2.6643718654950406,False
2.039871257379372,False
13.542496629392609,True
1.9304807452187298,False
3.320880113005579,False
3.5820896061774983,False
2.040066658895313,False
1.8964010180503612,False
2.6038900885754748,False
5.524946284498671,False
2.09708953853391,False
3.3074257219746857,False
2.8977181675370134,False
