mean_proba,std_proba,entropy,mahalanobis_ood,final_decision
0.8458483216693529,0.15765165024022204,0.5020682754888746,False,1
0.07424284304527048,0.14635514086361207,0.19842091696788758,False,0
0.9227545121667816,0.14972417738972818,0.20713784165437282,False,1
0.850153564628483,0.15677810455806807,0.4780285044411078,False,1
0.08085934300653083,0.13174244852684194,0.2673482827383017,False,0
0.8665823603579403,0.15592251246728508,0.43422726731331035,False,1
0.08947259308648846,0.15516519440321538,0.2656456345228748,False,0
0.19012787875521492,0.16699370110427086,0.5628573892839576,False,0
0.9225617828408975,0.14964106545592404,0.2080490731772719,False,1
0.10821495530406038,0.1432793268647593,0.35975253413749214,False,0
0.9168383907363193,0.15997712282474932,0.21511177350452299,False,1
0.7043834727544135,0.10775522140353301,0.8361149986514296,False,REJECT_UNCERTAIN
0.9221947222904114,0.1494787221716086,0.21041827924769244,False,1
0.9236746897684085,0.1501539477603651,0.20023608907608578,False,1
0.9026397790629878,0.1684118488341376,0.2764849212670407,False,1
0.1434957193172201,0.16737211728936718,0.428429411112794,False,0
0.7265741862186813,0.14273818441979114,0.7683834353798814,False,REJECT_UNCERTAIN
0.5667538108122565,0.08230900869371365,0.9670328740642352,False,REJECT_UNCERTAIN
0.9287390683952083,0.14179442107999277,0.1908600070416516,False,1
0.29780071821336823,0.1864867819712711,0.7429553915167657,False,REJECT_UNCERTAIN
0.9204483617069495,0.1487253631513992,0.22190946883546286,False,1
0.22870716925107798,0.1264526163026875,0.7110108532504604,False,REJECT_UNCERTAIN
0.8837370518210479,0.17108127609650578,0.33459376600102037,False,1
0.9226064299674153,0.14966086913452448,0.20778334396588893,False,1
0.8860156104892312,0.13589208533261815,0.396691470829286,False,1
0.07595129832735328,0.13107337789441353,0.24339165684608605,False,0
0.9011433485901907,0.15512369365309825,0.29170899005468376,False,1
0.8561940745228259,0.15692714583436498,0.46195648230419906,False,1
0.917302476024118,0.14718670849676033,0.24415473720034328,False,1
0.1032002762636198,0.15267908189125182,0.32736579516885816,False,0
0.9213912841462181,0.14913557307924272,0.21530908337322563,False,1
0.923266794573707,0.14996229177022913,0.20325219531481903,False,1
0.9202442413801686,0.14867420067499157,0.22182549047771832,False,1
0.9203231227085164,0.1486850381311347,0.22228229871845503,False,1
0.14450509945288245,0.15116092438416065,0.45374762606865476,False,0
0.7744010875321635,0.13839730907430597,0.6822855283544065,False,REJECT_UNCERTAIN
0.9202927173630202,0.14869264867050397,0.2215876508823603,False,1
0.4721630572109311,0.12824275640644847,0.9490405098128274,False,REJECT_UNCERTAIN
0.07700030703419415,0.13639915768324595,0.24195974869190123,False,0
0.9131252722660508,0.16944609109737294,0.2115040685408378,False,1
0.43805025317690693,0.22782789470634351,0.8262323190064988,False,REJECT_UNCERTAIN
0.8906266162510168,0.17235261488699577,0.3096443333250197,False,1
0.10190869396609352,0.1578437222301425,0.3185730736451166,False,0
0.10335300755828632,0.1432793015822279,0.3262979877362371,False,0
0.07350473295974656,0.14454577911386307,0.1985007467180612,False,0
0.9020482362453215,0.15509383624602036,0.2894935311163039,False,1
0.9225937700249407,0.14965536926394366,0.20783933735886806,False,1
0.9210399980072184,0.14898858542832777,0.21751584248901668,False,1
0.7184690075094997,0.13710545023301904,0.7785155199835527,False,REJECT_UNCERTAIN
0.9202142940851672,0.14866272294017302,0.22197888617685874,False,1
0.916786906289239,0.1549449726598684,0.22870771022975048,False,1
0.9176671800838884,0.14079931934370074,0.2581888940009629,False,1
0.9230127331380116,0.1498451094577525,0.2050228958627592,False,1
0.9030807473290092,0.14120235207466578,0.32457903132476135,False,1
0.7272765268252772,0.11885961736420442,0.7973241629942349,False,REJECT_UNCERTAIN
0.9211888016935251,0.1490516022346945,0.21650492602977384,False,1
0.9526566948687705,0.08573646367341736,0.18081495177306856,False,1
0.9205411904700732,0.15409193453091613,0.20932137406616005,False,1
0.8906672762780051,0.14569173732274893,0.35575363738153176,False,1
0.9215579170989727,0.15457491071685847,0.20128508632182043,False,1
0.07523670923152401,0.14370084554375093,0.21295405294679703,False,0
0.9165897419917709,0.13656124345916568,0.26806396421756895,False,1
0.6634092531191307,0.08012468108973728,0.9000889985032343,False,REJECT_UNCERTAIN
0.41031117031731024,0.09057915774765204,0.9516892385251976,False,REJECT_UNCERTAIN
0.07633955086048616,0.13967555691230382,0.23109459382908387,False,0
0.08908321124273277,0.1385370106202937,0.28163708092849865,False,0
0.8592575516825345,0.14731393895527742,0.46861713183621123,False,1
0.8214429093606924,0.14949725054585666,0.5680368257843726,False,1
0.14092088233234046,0.14621462473766925,0.45687199507053977,False,0
0.8798702043286287,0.15107220932454524,0.3940144754061339,False,1
