mean_proba,std_proba,entropy,mahalanobis_ood,final_decision
0.9074929549316011,0.14559897541735273,0.2945681034437009,False,1
0.9019307063018172,0.154077239105676,0.2995731579790753,False,1
0.09791601444990673,0.1571359009107843,0.29749750847498185,False,0
0.14189918598335763,0.1597509833083958,0.45226200598980865,False,0
0.8878128100760996,0.16766124127865392,0.3427653506213078,False,1
0.9235086321863522,0.15007529101044925,0.20151930289370007,False,1
0.8720581407388703,0.1367040807465769,0.42640781731055377,False,1
0.6041751558847857,0.23643581437287306,0.7778272569331643,False,REJECT_UNCERTAIN
0.11969581758002275,0.14061232295254994,0.4060509730822551,False,0
0.9214470040196826,0.1491527123663986,0.2153972629936441,False,1
0.07262283554197659,0.14218310715054225,0.19933088902665436,False,0
0.41133888415381137,0.1109884408472137,0.939523032591727,False,REJECT_UNCERTAIN
0.9187064900422254,0.15320255737092572,0.2233665107374121,False,1
0.17090434977233354,0.1442735042969611,0.5552333503178654,False,0
0.07631510705633725,0.1422404199313109,0.2199931262148577,False,0
0.18040025681067612,0.15390050144106684,0.5597275111215758,False,0
0.9218118153054634,0.14931044086814202,0.21301631563115458,False,1
0.9202603402177957,0.1539362969626712,0.21257401591584218,False,1
0.911835723319087,0.15780074763336857,0.24650985115710813,False,1
0.8669759803946064,0.14939370120495774,0.4328895523661642,False,1
0.9162624563274134,0.15208410519610688,0.23972045876888162,False,1
0.7964098613183045,0.1334407566160242,0.6482216813320456,False,1
0.18646712540773663,0.1256704995607167,0.624723713881943,False,0
0.08802480398123196,0.14253554811329,0.27319936087000085,False,0
0.9231082266622387,0.08970701541860532,0.3172370973112537,False,1
0.9194928807716245,0.15207417879712443,0.2218297048351115,True,REJECT_OOD
0.9323827831379926,0.09115544890687871,0.2745018787557476,False,1
0.9232414192098032,0.14995040930469125,0.20345278464923439,False,1
0.8455825679382423,0.15349432821933406,0.4950723527378707,False,1
0.9178999855379637,0.16045445506709435,0.20852866138030263,False,1
0.08937664237214513,0.14446886270968987,0.27469779358895224,False,0
0.9209911263932782,0.1489590111613384,0.21829069576963334,False,1
0.9433568810685612,0.080328773689006,0.24038239675035208,False,1
0.9017931352305337,0.1602036845439998,0.29674152311897983,False,1
0.9183537043299342,0.16068095476527022,0.20401444697895693,False,1
0.8686494191952816,0.1679277872943309,0.40675794634394224,False,1
0.9220363467792956,0.14940780217104785,0.21159240297205203,False,1
0.9217212580342938,0.1492670082781329,0.21385724234303072,False,1
0.9187641521043803,0.14785343104703502,0.23526103198471698,False,1
0.9232808437806194,0.1499665187460041,0.2034624374343823,False,1
0.9224940309343568,0.14960046069716854,0.20929330765539206,False,1
0.40167426517198274,0.0978216925829886,0.9425380499614453,False,REJECT_UNCERTAIN
0.29868221853773125,0.13343263485982423,0.8142549557924432,False,REJECT_UNCERTAIN
0.922194453276415,0.14947617918964157,0.210646643044808,False,1
0.3635878975431903,0.12207844501595651,0.8956898944985712,False,REJECT_UNCERTAIN
0.9204557683985035,0.1487567749729709,0.22065685819290462,False,1
0.07926636510938115,0.14871519740417072,0.22487346632078956,False,0
0.8104943745411937,0.07852498568490703,0.6692380071369589,False,REJECT_UNCERTAIN
0.7829404814520818,0.14756447120516225,0.6587028676623516,False,1
0.501441446916276,0.09077876455634976,0.9757907005769993,False,REJECT_UNCERTAIN
0.9189438045086982,0.1358246242790353,0.2633151054480737,False,1
0.15106235096288226,0.1361519355324448,0.5041633314117544,False,0
0.19898467602288752,0.1835010061878578,0.5573652461803617,False,0
0.11871574405283977,0.16029489946125464,0.3691613315606002,False,0
0.6807807066912884,0.09877641758997634,0.8719712257783373,False,REJECT_UNCERTAIN
0.8772689650219615,0.1505151324057115,0.39820492425985987,False,1
0.9149182043393829,0.14638393357331822,0.2571066352501233,False,1
0.6817726795184517,0.12107894510902961,0.8464051702368358,False,REJECT_UNCERTAIN
0.9120871390990665,0.145461524903952,0.26870085964612267,False,1
0.12531522831960623,0.13650073744349034,0.43691595962537927,False,0
0.9215151034645128,0.14918181881462486,0.2149663619099845,False,1
0.9213350893732664,0.15446955262250334,0.20287142451757895,False,1
0.07708995800487187,0.13676706298131583,0.24347833806120459,False,0
0.09437502682578258,0.1489048547138383,0.29876011077454523,False,0
0.17270767755306302,0.161925320463174,0.5336977479588677,False,0
0.08537896516919978,0.1324360257387483,0.2725368823217129,False,0
0.13078863549331338,0.14515857786251732,0.43943856034506645,False,0
0.07300217942454051,0.14200179977793212,0.2024079402804591,False,0
0.8303887242871424,0.16030305633478698,0.5315628228500088,False,1
0.09648314360259963,0.1732780036333447,0.25958986378248766,False,0
0.956707741704043,0.07942804616931053,0.1697134494009067,False,1
0.9087151477538793,0.1523367171675999,0.27103349641088675,False,1
0.19715166803724288,0.19061843451141733,0.5420183602713408,False,0
0.9083621165026681,0.08218193102979324,0.38681712261923107,False,1
0.9162075663235548,0.15965319376289366,0.22084578075337108,False,1
0.5582646252195647,0.06180428624978524,0.979002235677601,False,REJECT_UNCERTAIN
0.7672464292586325,0.16184149191373134,0.6686184980108651,False,REJECT_UNCERTAIN
0.9182028372662145,0.14755281260605752,0.24106852758967254,False,1
0.9226792698449227,0.14965981021071528,0.20940330686951042,False,1
0.9079885786943965,0.15643263614274988,0.2656113389315275,False,1
0.8798785637782034,0.13804584800010256,0.41987952780692533,False,1
0.9213049623728884,0.14909921224970898,0.21586284144508236,False,1
0.6632357954056453,0.15246688870920758,0.8418109570787647,False,REJECT_UNCERTAIN
0.7331220286959572,0.1314440766296368,0.7640860727717557,False,REJECT_UNCERTAIN
0.9195932292624509,0.15134770617863236,0.22251259203101764,False,1
0.09900713802349126,0.16663235659106637,0.2802472738324606,False,0
0.9192748244412059,0.1481236984182239,0.23143439941237945,False,1
0.920396416190575,0.14858302360852252,0.22522067571465393,False,1
0.9217116881188314,0.14926706934433048,0.21366566820440305,False,1
0.0914370695070977,0.15573151845035824,0.265499278687507,False,0
0.08763372989221167,0.14760442099835655,0.2593369685737962,False,0
0.1789058821183604,0.14503598265188858,0.5681872676094258,False,0
0.8867090863626459,0.14406840231728735,0.3669336745045436,False,1
0.8495612893534282,0.1406517952917033,0.5032852395883488,False,1
0.9197670798788475,0.1483074837138917,0.22901353766458182,False,1
0.9222397966737287,0.14949808474637927,0.21017901566183156,False,1
0.9204595666849051,0.1551151708962822,0.20635757319095585,False,1
0.07400252008888661,0.1443878095016756,0.20273220825922897,False,0
0.9031225261999166,0.17667746256557929,0.25170212320505747,False,1
0.0833112985024301,0.16010073312240927,0.2182945359470744,False,0
0.17466896331944445,0.1680675076014318,0.531522793268716,False,0
0.8770069669029802,0.14211583834829114,0.421886878344542,False,1
0.07808267395344445,0.14598011253334658,0.22678674259986226,False,0
0.9090772070259506,0.13913328047281734,0.2998876603654852,False,1
0.14009300148583242,0.14931779212714363,0.4718035364985923,False,0
0.9204511631295365,0.14863187759787902,0.2243632242893078,False,1
0.893212327170761,0.13744624666370414,0.3668154469732975,False,1
0.9248425222496863,0.14346674537571008,0.21248943575840912,False,1
0.9151520890290488,0.15168369037223733,0.24417321373395734,False,1
0.09288478899040861,0.1322766524049688,0.31249228334157625,False,0
